Manufacturer name;Manufacturer part number;PAR part number;Product name;Vendor account;Last receipt date
CCT Cable;CAT6E-EZP4BL1B-500;465006602;Cble Cat6 500ft Plenum Blue;CAB02;4/7/2021
CCT Cable;CAT6E-EZP4BL1B-500;465006602;Cble Cat6 500ft Plenum Blue;SIM01;3/16/2023
SR COMPONENTS;CAUSBB25;467031501;C/A 25ft 2.0 Usb A-B (Usb/Scn);SRC01;3/11/2020
TG3 ELECTRONICS;CBA-M4220A-15-PAR;C4645;15’ McDonald’s USB Bump Bar Cable;TG302;8/13/2021
Zebra Technologies Corporation;CBA-U21-S07ZBR;980028902;USB Cable;SCA05;11/22/2022
Zebra Technologies Corporation;CBA-U21-S07ZBR;980029102;USB Cable 7 Ft.;;
Zebra Technologies Corporation;CBA-U32-C09ZAR;980029103;Coiled USB Cable 9 Ft.;;
VERIFONE;CBL282-006-04-B;980022210;CABLE, V ETH/RS232, DONGLE 2.0M (FC);VER08;8/16/2021
VERIFONE;CBL282-044-01-B;980022211;P400 PED Rescue Cable.;VER08;9/13/2022
VERIFONE;CBL282-059-01-B;980022208;Quick Detach ETH  P.O.S.-Break DONGLE 3.0M (DT);VER08;2/20/2023
VERIFONE;CBL282-060-01-A;980022209;Quick Detach ETH HUB Break-Terminal 2.0M (DT);VER08;2/17/2023
VERIFONE;CBL282-061-01-B;980022213;VeriFone P400 Cable for Front Counter;VER08;7/19/2022
HONEYWELL;CBL-500-070-S00;467035001;C/A Honeywell Scanner 3330g;HON10;3/16/2023
YC CABLE;CBL-C57E-YL-AM;465006310;CBL CAT5e YLW N-PLN 1000';SIM01;1/12/2023
YC CABLE;CBL-C57E-YL-AM;465006315;Cbl Cat5e Ylw N-Plen 500'Taco;SIM01;1/3/2023
VSeven;CBLHDAV-1N;920000517;Video Adapter HDMI Male to VGA Female Cable;CDW01;1/29/2020
VSeven;CBLHDAV-1N;980015683;Video Adapter HDMI Male to VGA Female Cable;;
WR CONTROLS;CBX2IW-AY;980011404;Mini-Com Surface Mount Box,Wht;WES25;11/3/2022
PANDUIT;CBX4BL-AY;145029404;4 Position Mounting Box Blk;HAR22;11/6/2019
PANDUIT;CBX4BL-AY;145029404;4 Position Mounting Box Blk;SIM01;11/14/2022
PANDUIT;CBXC4BL-A;145029404;4 Position Mounting Box Blk;HAR22;11/6/2019
PANDUIT;CBXC4BL-A;145029404;4 Position Mounting Box Blk;SIM01;11/14/2022
PANDUIT;CBXIIW-A;145029402;Mounting Box;SIM01;11/11/2022
PANDUIT;CBXIIW-A;145029402;Mounting Box;THR10;9/6/2022
PANDUIT;CBXQ2IW-A;145029411;Mini-Com 2 Pos Mtn Box Wht;HAR22;2/27/2020
PANDUIT;CBXQ2IW-A;145029411;Mini-Com 2 Pos Mtn Box Wht;SIM01;2/14/2023
PANDUIT;CBXQ6BL-A;145029405;6 Position Mounting Box Blk;;
Yageo;CC0402MRX5R5BB105;26102114746;Capacitor 1uF 6.3V 20% 0402 SMD T&R;;
Insight;CC2215M-15;920000133;15 FT Mini-USB to USB Cable , Black QVS USB Cable 15 Ft;;
Insight;CC2215M-15;980030301;15 FT Mini-USB to USB Cable , Black QVS USB Cable 15 Ft;TEK10;11/1/2021
Chomerics Laminated Inc.;CCH-36-101-0100;906-015-001;"Tape, Foil-Cu/Con 1""W";;
APG Inc.;CD-032;C2350;Cash Dwr Cble Posiv Xp;APG01;10/25/2022
APG Inc.;CD-032-005A;C2350A;Cash Dwr Cable-Vigo;CAB02;3/10/2023
APG Inc.;CD-032-007;C2351;Cash Dwr Cble-Ibm Reg;APG01;11/12/2020
APG Inc.;CD-032-1D2EP;C2354;Cash Drawer Cable Kit;APG01;7/1/2021
APG Inc.;CD-049;980023402;Interface Cable Panasonic;APG01;10/4/2022
APG Inc.;CD-049;C2360;C/A Cash Dwr Intrfc Panasonic;APG01;3/28/2022
APG Inc.;CD-102A;980027107;Cash Drawer Cable 5';APG01;12/27/2022
Omnitronix;CD16NA-GY;980017831;1/2’ NPT LT Gray Cable Gland;;
Omnitronix;CD21NA-GY;980017835;3/4” NPT Light Gray Cable Gland;;
MS CASH DRAWERS;CD9-EPSON-NOMS;980012534;Cble (Vigo,Rj12-Db9);;
MS CASH DRAWERS;CD9-EPSON-NOMS;C3506;Intfc Cable Rj12/Db9-M;MSC01;2/20/2023
MS CASH DRAWERS;CD9-EPSON-NOMS;C3506;Intfc Cable Rj12/Db9-M;PAR100;2/1/2023
Comchip Technology;CDBU0245;26102138257;DIODE SCHOTTKY 45V 0.2A 0603;;
Comchip Technology;CDBU0245-HF;26102138257;DIODE SCHOTTKY 45V 0.2A 0603;;
VIEWSONIC;CDE3204**;985013601;"32"" Led Display 16:9 Pizza Hut";SYN10;9/18/2020
VIEWSONIC;CDE3205;985013602;"32"" LED Display 16:9";SYN10;9/10/2021
Commercial Electronics;CE-317;944008301;External Vehicle Detector;AVN01;3/14/2023
ATEN TECHNOLOGIES, INC.;CE750A;K4014-01;Mcd Kvm Extension Kit;SYN10;9/29/2022
HONEYWELL;CF3680;988021501;2d Image Module/Scanner;HON10;2/24/2022
Honeywell/Insight;CF3680**;988021501;2d Image Module/Scanner;HON10;2/24/2022
Honeywell/Insight;CF3680-MCD-27326;988021501;2d Image Module/Scanner;HON10;2/24/2022
HONEYWELL;CF4680;988023701;2D Imager Module;HON10;2/15/2023
HONEYWELL;CF4680-MCD-27326;988023701;2D Imager Module;HON10;2/15/2023
PANDUIT;CF5EI-E;538000106;Duct,Surf Cplg .5in E/I;SIM01;8/26/2022
PANDUIT;CF5WH-E;538000106;Duct,Surf Cplg .5in E/I;SIM01;8/26/2022
PANDUIT;CF5WH-E;538000606;Coupling;HAR22;12/3/2019
PANDUIT;CFG4BL;145029412;Frame, 4port, Black;SIM01;1/9/2023
PANDUIT;CFP4IW;118000901;Wall Plate Four Position;SIM01;2/22/2023
C2G (CABLES TO GO);CG4045202;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;CAB02;4/14/2022
C2G (CABLES TO GO);CG4045202;C3861;Serial Printer Cable DB9 to DB25 - 5 foot;PTCB;2/21/2022
C2G (CABLES TO GO);CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;CAB02;2/7/2022
C2G (CABLES TO GO);CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;ICP01;2/27/2023
C2G (CABLES TO GO);CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PAR100;1/25/2022
C2G (CABLES TO GO);CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PTCB;2/21/2022
C2G;CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;CAB02;2/7/2022
C2G;CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;ICP01;2/27/2023
C2G;CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PAR100;1/25/2022
C2G;CG4053379;C4823-02;RJ45 to DB9 Serial Adapter Cable - ES7000 and ES8000;PTCB;2/21/2022
C2G (CABLES TO GO);CG7087925;467027607;C/A Cat5e Patch Grn 15ft Kfc;CAB02;4/15/2022
C2G (CABLES TO GO);CG7087925;467027607;C/A Cat5e Patch Grn 15ft Kfc;YCC01;11/16/2022
C2G;CG7090775;C3625;C/A-Color Vga Ext (M/M) 50ft;CAB02;3/6/2023
PANDUIT;CGJT;902001101;Giga-Channel Jack Term Tool;AMA04;10/12/2020
PANDUIT;CGJT;902001101;Giga-Channel Jack Term Tool;GRA29;1/17/2023
PANDUIT;CJ5E88TGBU;145029407;Jack,Modular,Rj45,Cat5e Blue;SIM01;2/7/2023
PANDUIT;CJ5E88TGGR;145029406;Jack,Modular Rj45,Cat5e Green;SIM01;1/30/2023
PANDUIT;CJ5E88TGIW;145029403;Jack, Modular RJ45,CAT5e Off White;SIM01;3/9/2023
PANDUIT;CJ5E88TGOR;145029408;Jack,Modular,Rj45,Cat5e Orange;SIM01;4/21/2021
PANDUIT;CJ5E88TGYL;145029410;Jack,Modular,Rj45,Cat5e Yellow;SIM01;1/27/2023
PANDUIT;CJD5E88TIW;145029401;Cats Rj45 Modular Jack;;
PANDUIT;CJH5E88TGBU;145029407;Jack,Modular,Rj45,Cat5e Blue;SIM01;2/7/2023
PANDUIT;CJH5E88TGBU**;145029407;Jack,Modular,Rj45,Cat5e Blue;SIM01;2/7/2023
PANDUIT;CJH5E88TGGR;145029406;Jack,Modular Rj45,Cat5e Green;SIM01;1/30/2023
PANDUIT;CJH5E88TGIW;145029403;Jack, Modular RJ45,CAT5e Off White;SIM01;3/9/2023
PANDUIT;CJH5E88TGOR;145029408;Jack,Modular,Rj45,Cat5e Orange;SIM01;4/21/2021
PANDUIT;CJH5E88TGYL;145029410;Jack,Modular,Rj45,Cat5e Yellow;SIM01;1/27/2023
PANDUIT;CJH5E88TGYL;980011403;OBS RJ45 MINI-JACK,CAT5E YELLOW;WES25;1/21/2020
WR CONTROLS;CJH5E88TGYL;980011403;OBS RJ45 MINI-JACK,CAT5E YELLOW;WES25;1/21/2020
Samsung;CL05A225KP5NSNC;26102129975;CAPACITOR, CER 2.2MF 6.3V 20% 0402 SMD/SMT;;
Samsung;CL05A225KQ5NNNC;26102129975;CAPACITOR, CER 2.2MF 6.3V 20% 0402 SMD/SMT;;
Samsung;CL10A475KQ8NNNC;26102140352;Cap Cer 4.7uF 6.3V X5R 10% SMD 0603 85C;;
PANDUIT;CLT100F-C20;406001401;Wire Loom,Nylon,Flex Convolute;HAR22;9/9/2021
PANDUIT;CLT100F-C20;406001401;Wire Loom,Nylon,Flex Convolute;SIM01;9/28/2022
INTEL;CM8062301002115;761100401;Intel I5-239ot 2.7ghz S/B;;
PANDUIT;CMBIW-X;118000902;Wall Plate Blanks;SIM01;11/10/2022
PANDUIT;CMBIW-X;118000902;Wall Plate Blanks;THR10;10/12/2022
PANDUIT;CMBWH-X;145029414;Blank Cover Plate;SIM01;1/4/2023
ASSOCIATED SPRING RAYMOND;CMK-M1/ESS0001;K3603R;Remote Video Ceiling Kit;;
FALCON;CON-EMT200;152001801;"Data Conduit Stub Cap 2"" Dia";THR10;6/29/2021
Communication Paper,Inc.;CP-7055;A3810;R/B Printer Paper Spec;;
PANDUIT;CPGIW;145029413;Faceplate Sng Gang Rect Scr On;SIM01;3/15/2023
PANDUIT;CPPL72WBLY;551004301;Mini-Com Patch Panel 72 Port;SIM01;11/30/2021
PANDUIT;CPPL72WBLY;551004301;Mini-Com Patch Panel 72 Port;WES25;7/12/2021
VARTA;CR2032;363009801;Battery-Lithium/Coin Cell;AMA04;8/2/2022
VARTA;CR2032;363009801;Battery-Lithium/Coin Cell;DIG04;2/7/2022
SANYO ELECTRONIC;CR2032;363009801;Battery-Lithium/Coin Cell;AMA04;8/2/2022
SANYO ELECTRONIC;CR2032;363009801;Battery-Lithium/Coin Cell;DIG04;2/7/2022
MAXWELL;CR2032B1;363009801;Battery-Lithium/Coin Cell;AMA04;8/2/2022
MAXWELL;CR2032B1;363009801;Battery-Lithium/Coin Cell;DIG04;2/7/2022
BR METAL TECHNOLOGY, INC.;CRK4836;K3608;"Ceiling Rod Kit 48""&36"" Mcds";BRM01;2/3/2023
BR METAL TECHNOLOGY, INC.;CRKPK;980024501;Ceiling Rod Cover Kit;BRM01;1/12/2023
KENDALL HOWARD;CRP-2173-1000;542006401;12u Wall Mnt Cabinet Pizza Hut;KEN20;4/1/2022
KENDALL HOWARD LLC;CRP-2173-1000;542006401;12u Wall Mnt Cabinet Pizza Hut;KEN20;4/1/2022
ATEN TECHNOLOGIES, INC.;CS1734B;K4016;Switch,4 Port Kvm Mcds;ING03;7/2/2020
ATEN TECHNOLOGIES, INC.;CS1734B;K4016;Switch,4 Port Kvm Mcds;SYN10;11/21/2022
ENS Group;CST00119A;K8822-03;Ingenico 350 PEDPACK;ENG15;9/8/2020
ENS Group;CST00159;K8822-02;Drive Thru Payment Wall Mount (used with K8822-01);ENG15;4/26/2021
BR METAL TECHNOLOGY, INC.;CS-W;K4742;Spacer Support Bracket Mcds;;
OMNITRONICS;CTG#02679;C3833;C/A C36 M/F Ptr Extension;;
BROTHER;D0032E002;980024228;Brother Paper Tray;;
DAKTECH COMPUTERS;D160SATA;980014705;Hard Drive 160 Gb Sata;;
DAKTECH COMPUTERS;D2GBD2800;980016905;Memory 2gb 800 Cl5xx;;
ADVANTECH CO., LTD.;DAC-SC18-00D1E;M4850-10;Zcd With 15cm Dc Cable;ADV17;11/17/2022
ADVANTECH CO., LTD.;DAC-SC18-00D1E;M4850-10;Zcd With 15cm Dc Cable;PAR100;2/1/2023
ADVANTECH CO., LTD.;DAC-SC18-00XXE;M4850;Zero Client Device (Zcd);ADV17;3/24/2022
PANDUIT;DCF5EI-X**;538000108;Duct,Surf Drop Ceil .5in E/I;SIM01;5/21/2021
PANDUIT;DCF5WH-X;538000608;Drop Ceiling Fitting;HAR22;12/4/2019
D-Link Systems, Inc.;DCS-37-6;985016802;DCS-37-6 Mounting Bracket;SYN10;10/26/2022
D-Link Systems, Inc.;DCS-4618EK;985016801;D-Link Network Camera McDonald's;DLI05;2/14/2023
D-Link Systems, Inc.;DCS-4618EK;985016801;D-Link Network Camera McDonald's;SYN10;2/27/2023
D-LINK SYSTEMS, INC;DCS-6517/MCD **;985013204;D-Link Network Camera Mcds;SYN10;8/30/2021
Innodisk;DEMSR-16GD09BC2SC-B761;7004683495;SSD - 16GB MSATA, MLC, 3ME3, std temp;;
Innodisk;DEMSR-16GD09BC2SC-B761;980030902;16GB MSATA 3ME3, MLC, Standard Temperature;;
Innodisk;DEMSR-16GD09BC2SC-B761;980030904;16GB MSATA MLC loaded with the Timer Software;;
D-LINK SYSTEMS, INC;DES-1210-52-MCDP1-C1;988015904;Switch 48 Port Mcds 10.0.0.245;;
D-LINK SYSTEMS, INC;DES-1210-52-MCDP2-C1;988015905;Switch 48 Port Mcds 10.0.0.246;;
D-LINK SYSTEMS, INC;DES3526;988015102;Switch 24 Port 10/100 Mcd Only;;
D-LINK SYSTEMS, INC;DES35288**;988015103;Switch 24 Port 10/100 4gb Mcd;;
L-COM CONNECTIVITY PRODUCTS;DGBH15M;144003401;Gender Changer Hd15m To Hd15m;;
Innodisk;DGS25-64GD81BC1QC-B021;950006102;"Mlc Solid State Drive 2.5""";PAR100;2/1/2023
Innodisk;DGS25-64GD81BC1QC-B021;950006106;"Mlc Solid State Drive 2.5""";INN20;11/30/2021
Innodisk;DGS25-64GD81BC1QC-B021;950006110;"Mlc Ssd 64gb 2.5"" Sata";;
Innodisk;DGS25-A28D81BC1QC-B021;950006105;"Ssd Mlc 2.5"" Sata 128gb";INN20;10/29/2019
Innodisk;DGS25-A28D81BC1QC-B021;950006107;Mlc Ssd 128gb 2.5 Sata;INN20;4/18/2022
Innodisk;DGS25-A28D81BC1QC-B021;950006111;Mlc Ssd 128gb 2.5 Sata;;
Duracell, Inc;DL2032;363009801;Battery-Lithium/Coin Cell;AMA04;8/2/2022
Duracell, Inc;DL2032;363009801;Battery-Lithium/Coin Cell;DIG04;2/7/2022
Duracell;DL2032;26101708456;Battery, Manganese Dioxide Lithium, Coin, 2032, 3V, .2mA;;
DELPHI DISPLAY SYSTEMS;DLK-CT55010;980013718;Speaker Post Key;DEL17;10/31/2022
BR METAL TECHNOLOGY, INC.;DPCD-1.0;K3694-01;Dual Pt Conf Monitor Brkt Mcds;BRM01;10/18/2021
D-LINK SYSTEMS, INC;DPE-101GI**;985013202;D-Link Poe Pwr Injector Mcds;SYN10;4/15/2021
D-LINK SYSTEMS, INC;DPE-301G1**;985013202;D-Link Poe Pwr Injector Mcds;SYN10;4/15/2021
BR METAL TECHNOLOGY, INC.;DPIG;K3697-05;Dual Pt Initiative Guard Mcds;;
BR METAL TECHNOLOGY, INC.;DPIU;K3697-04;Dual Pt Initiative Univ Mcds;BRM01;12/19/2022
CURTIS 1000;DQ-1 Rev-1;755043901;Training Label;CUR03;8/12/2022
MS CASH DRAWERS;DRAWER-K-BLACK;980012507;Dwr Only Ep-125k;;
Zebra Technologies Corporation;DS2278-SR7U2100PRW;794004701;DS2278 Cordless Scanner;CDW01;12/9/2022
Zebra Technologies Corporation;DS2278-SR7U2100PRW;794004701;DS2278 Cordless Scanner;SCA05;2/14/2023
Zebra Technologies Corporation;DS4608-SR00007ZZWW;980028901;DS4608 Scanner Only;SCA05;11/22/2022
Zebra Technologies Corporation;DS4608-SR7U2100SGW;794004901;DS4608 Handheld Scanner;AMA04;11/2/2022
Zebra Technologies Corporation;DS4608-SR7U2100SGW;794004901;DS4608 Handheld Scanner;SCA05;3/20/2023
Zebra Technologies Corporation;DS4608-SR7U2100SGW;794004901;DS4608 Handheld Scanner;ZEB02;4/11/2022
Zebra Technologies Corporation;DS9208-SR4NNU21Z;794004101;SCANNER HANDS FREE;SCA05;5/12/2020
Zebra Technologies Corporation;DS9308-SR4U2100AZW;794004801;USB Scanner;LOG02;2/20/2021
Zebra Technologies Corporation;DS9308-SR4U2100AZW;794004801;USB Scanner;RET06;2/25/2021
Zebra Technologies Corporation;DS9308-SR4U2100AZW;794004801;USB Scanner;SCA05;3/14/2023
NCR CORPORATION;DT301C;980028501;Hand Held Order Taker (McDonald's);NCR10;11/5/2021
BR METAL TECHNOLOGY, INC.;DTH805;K8805;Drive Thru Holder For Ped Mcds;BRM01;1/24/2022
BR METAL TECHNOLOGY, INC.;DTH915;K8805A-08;Holder for the M8805A-08 McDonald’s Only;BRM01;5/8/2020
BR METAL TECHNOLOGY, INC.;DTHP400;K8805A;Drive-Thru Handle for P400 for McDonald's;BRM01;1/12/2023
SPACEPOLE INC;DTS002;K8821-02;Drive Thru Payment Arm Wall Mount Holster;SPA16;6/25/2020
SpacePole, Inc;DTS103;K8821-01;Drive Thru Payment Arm - 19.6 inches;SPA16;9/22/2022
DAKTECH COMPUTERS;DTXFRTBZL;980014711;Front Bezel;;
DAWAR TECHNOLOGIES;DW01686-C (See drawing);004039701;"15"" 5-Wire Resistive Screen";DAW05;11/15/2019
R-TRONICS, INC;DW-36AB;182002001;Ptr A/B Switch Box Centronic F;CAB02;5/16/2022
R-TRONICS, INC;DW-36AB;182002001;Ptr A/B Switch Box Centronic F;CAB35;1/3/2023
D-LINK SYSTEMS, INC;DWL-P200**;985013202;D-Link Poe Pwr Injector Mcds;SYN10;4/15/2021
Banner;DXM100-B1R4 (800138);950011001;Wireless Controller with DX80 ISM 2.4 GHz MultiHop radio;;
Elo Touch Solutions, Inc.;E005277;980023102;Power Supply for M3705-xx;SCA05;5/24/2022
Elo Touch Solutions, Inc.;E070796;001856020;"Tch Scrn Cap 15"" Rohs";MIC02;10/26/2020
Elo Touch Solutions, Inc.;E070796;001856020;"Tch Scrn Cap 15"" Rohs";TES01;6/2/2021
Elo Touch Solutions, Inc.;E075614;980023101;C/A 2.5 METER Y-CABLE for 0700L (M3705);CAB02;2/7/2023
Elo Touch Solutions, Inc.;E075614;980023101;C/A 2.5 METER Y-CABLE for 0700L (M3705);SCA05;3/2/2021
BR METAL TECHNOLOGY, INC.;E-125-A-1-A;K4736;Bump Bar Brkt Clamp Mnt Pza Ht;BRM01;4/16/2021
NEC;E171M-BK**;985009703;"17"" Flat Panel Monitor Mcd";SYN10;2/19/2020
NEC;E172M-BK;985016601;"17"" FLAT PANEL MONITOR MCD";SYN10;3/17/2023
DELL MARKETING LP - PA;E1916H;985013801;"Monitor 19"" 16:9 Yum";DEL13;12/13/2021
Elo Touch Solutions, Inc.;E210772;985013301;"15"" Desktop Lcd Touchmonitor";BLU06;4/6/2020
Elo Touch Solutions, Inc.;E210772;985013301;"15"" Desktop Lcd Touchmonitor";SCA05;12/20/2022
Data Products;E2550;A3804A;RIBBON,BLK INK M38XX PTRS;;
Elo Touch Solutions, Inc.;E275233;794004501;ELO 2D Camera for Kiosk;CDW01;6/5/2020
Elo Touch Solutions, Inc.;E283219;980028220;EMV Bracket;SCA05;3/9/2023
Elo Touch Solutions, Inc.;E286484;985017101;"Taco Bell Next Gen ELO 15"" Terminal With Pedestal";SCA05;2/13/2023
Elo Touch Solutions, Inc.;E286484;985017101;"Taco Bell Next Gen ELO 15"" Terminal With Pedestal";TEK10;2/6/2023
Elo Touch Solutions, Inc.;E304029;980026201;"Elo 32"" Pcap Display";SCA05;1/6/2022
DAKTECH COMPUTERS;E33681001;980016913;Heat Sink Fan;;
Elo Touch Solutions, Inc.;E351600;985014602;"22"" MONITOR ELO 2202L MCDS";SCA05;2/20/2023
Elo Touch Solutions, Inc.;E389883;986003102;ELO I-Series 4.0 for Android Touchscreen Signage;SCA05;11/28/2022
Elo Touch Solutions, Inc.;E390263;985015822;"Digital Display 22"" Android I-Series 4 Panel";SCA05;2/27/2023
Elo Touch Solutions, Inc.;E393359;986003202;ELO Backpack;SCA05;3/9/2023
Elo Touch Solutions, Inc.;E413579;363019001;I-Series for Android 4 Replacement 90W Power Brick/Cable Kit;;
Elo Touch Solutions, Inc.;E458992;980028220;EMV Bracket;SCA05;3/9/2023
Elo Touch Solutions, Inc.;E497002;985014601;"22"" Monitor Elo 2201l Mcds";SCA05;3/5/2020
Elo Touch Solutions, Inc.;E514304;980028203;Replacmt Cble Kt I-Ser Andr2.0;SCA05;3/13/2023
Elo Touch Solutions, Inc.;E593661;980023102;Power Supply for M3705-xx;SCA05;5/24/2022
Elo Touch Solutions, Inc.;E611101;986003101;ELO I-Series 2.0 for Android Touchscreen Signage;SCA05;5/24/2021
Elo Touch Solutions, Inc.;E611675;985015821;"Dig Disp 22"" Lcd I-Series 2.0";ELO10;12/14/2022
Elo Touch Solutions, Inc.;E611675;985015821;"Dig Disp 22"" Lcd I-Series 2.0";SCA05;2/23/2022
Elo Touch Solutions, Inc.;E611675;985015821;"Dig Disp 22"" Lcd I-Series 2.0";TAC01;7/20/2020
Elo Touch Solutions, Inc.;E611864;986003201;ELO Backpack;SCA05;1/6/2021
Elo Touch Solutions, Inc.;E791658**;985012601;"7"" DISPLAY MCD";MID50;11/13/2019
Elo Touch Solutions, Inc.;E791658**;985012601;"7"" DISPLAY MCD";PAN13;11/7/2019
Elo Touch Solutions, Inc.;E791658**;985012601;"7"" DISPLAY MCD";SCA05;10/21/2020
Elo Touch Solutions, Inc.;E792273;363018901;150W Power Adapter Kit for Z20, Z30;;
Elo Touch Solutions, Inc.;E796382;985012602;"7"" DISPLAY MCD";SCA05;3/17/2023
Elo Touch Solutions, Inc.;E796577;980023103;2.5m USB Y-Cable for 0702L (M3705-03);SCA05;11/22/2022
Elo Touch Solutions, Inc.;E906829;980028219;Kiosk Bracket Cover;SCA05;3/21/2023
Elo Touch Solutions, Inc.;E907226;980028218;Kiosk Bracket;SCA05;3/16/2023
Panasonic;EEE-FP1H221AP;26102138174;CAP ALUM 220UF 35V 20% SMD;;
Panasonic;EEE-HC1V221P;26102138174;CAP ALUM 220UF 35V 20% SMD;;
BR METAL TECHNOLOGY, INC.;EG-125-G-1-A;K4731;Kmx Bump Bar Brkt Pizza Hut;;
BR METAL TECHNOLOGY, INC.;EG-200-G-1-A;542003102;Mounting Bracket (K4701-01r);BRM01;12/6/2022
Digital Persona/Crossmatch;EikonTouch 510;794004401;Fingerprint Reader Pizza Hut;DIG25;4/5/2022
Elo Touch Solutions, Inc.;ELO BACKPACK 2.0 (E611864);920000116;Android Controllers (without staging);;
Elo Touch Solutions, Inc.;ELO BACKPACK 2.0 (E611864);986003201;ELO Backpack;SCA05;1/6/2021
Elo Touch Solutions, Inc.;ELO VALUE 2.0 (E611101);920000115;10 Inch Touch Tablet (without staging);;
Elo Touch Solutions, Inc.;ELO VALUE 2.0 (E611101);986003101;ELO I-Series 2.0 for Android Touchscreen Signage;SCA05;5/24/2021
Arlington;EMT200;152001801;"Data Conduit Stub Cap 2"" Dia";THR10;6/29/2021
Arlington;EMT400;152001901;"Data Conduit Stub Cap 4"" Dia";THR10;1/21/2021
MS CASH DRAWERS;EP-125NK2-B-NL;M2341B;C/D Assy Till/No Keylocks;MSC01;3/13/2023
MS CASH DRAWERS;EP-125NK2-USB-B;553001601;Cash Dwr Blk Usb Cke;MSC01;3/2/2022
MS CASH DRAWERS;EP-125NK-M-B;553001201;M-S Cash Drawer Ep-125nk;;
EPSON EPS12;EPSN-6PUSBG;980022695;Cble 24v Pwr Usb Ibm Pos Ptr;EPS12;1/30/2023
BLACK BOX;EQN380-0005-MM;C3650;C/A Switch Box Ptr Cable 5';CAB02;3/14/2022
BLACK BOX;EQN380-0005-MM;C3650;C/A Switch Box Ptr Cable 5';CAB35;1/3/2023
BLACK BOX;EQN380-0025-MM;C3654;C/A Switch Box Ptr Cable 25';CAB02;12/17/2021
BLACK BOX;EQN380-0025-MM;C3654;C/A Switch Box Ptr Cable 25';CAB35;1/3/2023
TES America, LLC;EXII-ASIC;762950711;64tqfp Excalibar Ii;;
TES America, LLC;EXII-ASIC-C;762950711;64tqfp Excalibar Ii;;
TES America, LLC;EXII-ASIC-C;762950761;64tqfp Excalibar Ii;;
YC CABLE;F2306;F2306;F2306 120v Twist Lock Pwrcord;SPA11;10/4/2021
GLOBAL INTERCONNECT;F2306;F2306;F2306 120v Twist Lock Pwrcord;SPA11;10/4/2021
SPARKLE POWER INC;F2317;F2317;Y CBLE PWR CORD 6';CAB10;3/11/2022
SPARKLE POWER INC;F2317;F2317;Y CBLE PWR CORD 6';QUA18;3/21/2022
CABLE PLUS INDUSTRIAL CO LTD.;F2317;F2317;Y CBLE PWR CORD 6';CAB10;3/11/2022
CABLE PLUS INDUSTRIAL CO LTD.;F2317;F2317;Y CBLE PWR CORD 6';QUA18;3/21/2022
CABLES PLUS;F2317;F2317;Y CBLE PWR CORD 6';CAB10;3/11/2022
CABLES PLUS;F2317;F2317;Y CBLE PWR CORD 6';QUA18;3/21/2022
SPARKLE POWER;F2317;F2317;Y CBLE PWR CORD 6';CAB10;3/11/2022
SPARKLE POWER;F2317;F2317;Y CBLE PWR CORD 6';QUA18;3/21/2022
CABLES PLUS;F2317-01;F2317-01;Y CBL PWR CORD 12';CAB10;1/17/2020
CABLES PLUS;F2317-01;F2317-01;Y CBL PWR CORD 12';SPA11;10/8/2019
CABLE PLUS INDUSTRIAL CO LTD.;F2317-01;F2317-01;Y CBL PWR CORD 12';CAB10;1/17/2020
CABLE PLUS INDUSTRIAL CO LTD.;F2317-01;F2317-01;Y CBL PWR CORD 12';SPA11;10/8/2019
CABLES PLUS;F2334;F2334;Pwrcord Es2k Mini 3p Uk Hk Uae;;
Belkin International, Inc.;F2L088-10;C5300;Serial Modem C/A Db9f/Db25m;;
BELKIN;F2L088-10;C3011;C/A,Rs232 Db9-Db25 10ft;;
BELKIN;F2L088-10;C5300;Serial Modem C/A Db9f/Db25m;;
Belkin International, Inc.;F2N025B06;C3620;C/A-Color Vga Ext M/M 5ft;CAB02;6/29/2021
Belkin International, Inc.;F2N025B06;C3620;C/A-Color Vga Ext M/M 5ft;CDW01;1/31/2023
CABLES PLUS;F3341;F3341;Pwr Cord Str Fml To Tw/L Male;CAB10;2/8/2023
GLOBAL INTERCONNECT;F3341;F3341;Pwr Cord Str Fml To Tw/L Male;CAB10;2/8/2023
GLOBAL INTERCONNECT;F3342;F3342;Pwr Cord Tw/L Fml To Str Male;GLO51;8/11/2022
HIGH TECH CONNECTIONS;F3897;F3897;Pwr Cd L5-15p/Iec 10 Feet;CAB02;4/15/2022
HIGH TECH CONNECTIONS;F3897;F3897;Pwr Cd L5-15p/Iec 10 Feet;ITH01;9/8/2021
CoFan;F-4010M12BIII-PWM-02;192003401;Fan 40x40x10 4pin Pwm;COF05;7/27/2020
